UserID,University
8665,
8666,
8667,
8668,
8669,
8670,
8671,"University of California, Davis"
8672,
8673,
8674,Columbia University
8674,Northeastern University
8674,Georgia Institute of Technology
8675,University of Michigan
8675,University of Connecticut
8675,University of Kansas
8676,
8677,George Washington University
8677,The University of Arizona
8678,
8679,
8680,California Institute of Technology (Caltech)
8681,
8682,
8683,
8684,Columbia University
8685,
8686,The University of Arizona
8686,Columbia University
8687,University of Minnesota
8688,
8689,
8690,Georgia Institute of Technology
8691,
8692,Washington University in St. Louis
8693,Washington State University
8694,
8695,Michigan State University
8696,Wake Forest University
8696,Columbia University
8696,University at Buffalo SUNY
8697,
8698,
8699,Harvard University
8699,Colorado State University
8699,The New School
8700,Tulane University
8701,Indiana University Bloomington
8701,The University of Arizona
8702,
8703,
8704,Wayne State University
8705,
8706,Case Western Reserve University
8707,
8708,University of New Mexico
8709,University of Connecticut
8710,
8711,Texas A&M University
8712,
8713,University of Illinois at Urbana-Champaign
8714,
8715,Texas A&M University
8715,University of Michigan
8716,
8717,
8718,
8719,Princeton University
8719,"University of Maryland, College Park"
8720,Lehigh University
8721,Clark University
8721,Tulane University
8722,
8723,"University of California, Berkeley (UCB)"
8724,
8725,
8726,
8727,
8728,
8729,
8730,
8731,
8732,
8733,
8734,University of Utah
8734,Princeton University
8735,University at Buffalo SUNY
8735,Duke University
8735,The Katz School at Yeshiva University
8736,Texas A&M University
8737,University of Illinois at Urbana-Champaign
8737,"The University of Tennessee, Knoxville"
8738,University of Florida
8739,
8740,"University of California, Santa Cruz"
8740,Northwestern University
8741,Colorado State University
8742,
8743,
8744,University at Buffalo SUNY
8744,University of Massachusetts Amherst
8744,University of New Mexico
8745,University of Connecticut
8746,
8747,
8748,University of Virginia
8748,Brown University
8748,University of Iowa
8749,Princeton University
8749,University of Utah
8749,Northwestern University
8750,Columbia University
8751,
8752,Washington State University
8753,
8754,Harvard University
8755,
8756,
8757,
8758,Johns Hopkins University
8758,Massachusets Institute of Technology
8758,"University of California, Los Angeles (UCLA)"
8759,"University of California, Berkeley (UCB)"
8760,"The University of Tennessee, Knoxville"
8760,Case Western Reserve University
8760,Lehigh University
8761,Vanderbilt University
8761,Washington State University
8762,
8763,University of Michigan
8764,
8765,
8766,
8767,
8768,Lehigh University
8768,Massachusets Institute of Technology
8768,"University of California, Davis"
8769,
8770,
8771,University of Oklahoma
8772,
8773,
8774,Georgetown University
8775,Brandeis University
8775,Massachusets Institute of Technology
8776,
8777,University of Hawai
8777,Wake Forest University
8777,The Katz School at Yeshiva University
8778,Brandeis University
8778,University of Pittsburgh
8778,University of Iowa
8779,"University of California, Riverside"
8780,University of Wisconsin-Madison
8780,Wayne State University
8780,Harvard University
8781,
8782,Massachusets Institute of Technology
8782,University of Delaware
8782,Illinois Institute of Technology
8783,
8784,Boston University
8784,University of Iowa
8785,Yale University
8786,
8787,
8788,
8789,"The University of Tennessee, Knoxville"
8790,
8791,
8792,
8793,
8794,University of Iowa
8795,Wayne State University
8796,
8797,The University of Georgia
8798,
8799,Emory University
8800,
8801,Cornell University
8801,University of Notre Dame
8802,
8803,
8804,
8805,University at Buffalo SUNY
8806,Arizona State University
8807,
8808,
8809,University of Utah
8810,
8811,
8812,
8813,
8814,University of Florida
8814,Massachusets Institute of Technology
8814,The Ohio State University
8815,
8816,
8817,Northeastern University
8817,Massachusets Institute of Technology
8818,
8819,
8820,
8821,
8822,
8823,University of Illinois at Urbana-Champaign
8824,
8825,University of Washington
8825,University of Rochester
8826,Brown University
8826,Washington University in St. Louis
8827,
8828,
8829,
8830,University at Buffalo SUNY
8830,Georgetown University
8831,
8832,
8833,Columbia University
8833,Case Western Reserve University
8833,Clark University
8834,University of Rochester
8835,University of Minnesota
8836,
8837,
8838,"University of California, Santa Barbara (UCSB)"
8839,Oregon State University
8840,
8841,
8842,
8843,
8844,Washington State University
8845,
8846,Tulane University
8847,University of Minnesota
8848,Virginia Polytechnic Institute and State University
8849,University of Iowa
8849,Cornell University
8849,University of Florida
8850,Boston University
8850,"University of Illinois, Chicago (UIC)"
8851,
8852,Yale University
8853,Georgetown University
8853,The University of Georgia
8853,Pennsylvania State University
8854,Duke University
8854,University of Massachusetts Amherst
8855,Washington State University
8855,University of Chicago
8855,Rensselaer Polytechnic University
8856,
8857,Rutgers University - New Brunswick
8858,New York University
8859,Brandeis University
8860,The University of Arizona
8861,
8862,
8863,
8864,
8865,
8866,Brown University
8867,
8868,Cornell University
8869,
8870,
8871,University of Southern California
8871,University of Iowa
8872,
8873,University of Chicago
8873,Oregon State University
8874,Johns Hopkins University
8874,Michigan State University
8875,Cornell University
8875,Northwestern University
8876,
8877,
8878,Boston University
8879,
8880,
8881,
8882,The University of Arizona
8883,
8884,
8885,
8886,
8887,
8888,University of Massachusetts Amherst
8889,Lehigh University
8890,
8891,
8892,
8893,
8894,Oregon State University
8895,
8896,
8897,Colorado State University
8897,Indiana University Bloomington
8897,Boston College
8898,
8899,"University of California, Riverside"
8899,Northwestern University
8899,Tulane University
8900,"University of California, Davis"
8900,University of Vermont
8900,University of Delaware
8901,University of Illinois at Urbana-Champaign
8902,
8903,
8904,
8905,University of Chicago
8905,Washington State University
8906,
8907,University of Hawai
8907,Brandeis University
8907,Emory University
8908,
8909,University at Buffalo SUNY
8909,Howard University
8910,
8911,Howard University
8911,University of Southern California
8911,University of Virginia
8912,
8913,University of Connecticut
8913,Princeton University
8914,Illinois Institute of Technology
8914,University of Florida
8914,University of Texas Dallas
8915,Georgetown University
8916,"University of California, Los Angeles (UCLA)"
8916,"University of California, Santa Barbara (UCSB)"
8917,
8918,
8919,Columbia University
8920,
8921,
8922,Brown University
8923,"University of Illinois, Chicago (UIC)"
8923,Indiana University Bloomington
8923,The University of Arizona
8924,
8925,Howard University
8926,
8927,
8928,
8929,Columbia University
8930,"University of California, Riverside"
8931,
8932,
8933,Brown University
8934,Howard University
8934,Oregon State University
8935,University of Michigan
8936,Yale University
8936,University of Minnesota
8936,Tulane University
8937,George Washington University
8938,
8939,
8940,
8941,University of Minnesota
8941,"University of California, Irvine"
8942,Illinois Institute of Technology
8943,"University of California, Berkeley (UCB)"
8944,Case Western Reserve University
8944,Florida State University
8945,
8946,University of Washington
8946,"University of California, Santa Cruz"
8946,Duke University
8947,Wayne State University
8947,"University of North Carolina, Chapel Hill"
8948,
8949,Emory University
8950,Indiana University Bloomington
8950,Drexel University
8951,University of Delaware
8951,Georgetown University
8952,North Carolina State University
8952,Duke University
8952,University of Pennsylvania
8953,University of Florida
8953,Northeastern University
8954,
8955,
8956,University of Pittsburgh
8957,University of Southern California
8957,Howard University
8957,University of Vermont
8958,The Ohio State University
8958,Florida State University
8959,
8960,University of Minnesota
8961,Rice University
8961,Washington University in St. Louis
8961,Purdue University
8962,University of Virginia
8963,
8964,"University of Maryland, Baltimore County"
8965,
8966,Princeton University
8967,
8968,
8969,University of Florida
8969,University of Chicago
8970,
8971,George Washington University
8972,
8973,The University of Georgia
8973,University of Washington
8974,
8975,University of Delaware
8975,University of Kansas
8976,"University of California, Riverside"
8976,University of New Mexico
8976,University of Washington
8977,University of Massachusetts Amherst
8978,
8979,
8980,
8981,The New School
8981,"University of Colorado, Denver"
8982,University at Buffalo SUNY
8983,
8984,University of Virginia
8985,
8986,
8987,University of Pittsburgh
8987,"University of Colorado, Denver"
8987,Georgia Institute of Technology
8988,"University of California, Riverside"
8989,
8990,University of Miami
8990,Oregon State University
8990,Texas A&M University
8991,
8992,Stanford University
8993,"University of California, Irvine"
8993,Boston University
8993,Colorado State University
8994,Illinois Institute of Technology
8995,
8996,University of Washington
8996,"University of Maryland, Baltimore County"
8996,Drexel University
8997,
8998,
8999,
9000,Georgia Institute of Technology
9001,The New School
9002,Tufts University
9003,
9004,University of Miami
9004,Iowa State University
9004,University of Utah
9005,Brandeis University
9006,
9007,
9008,
9009,
9010,
9011,The Ohio State University
9011,University of Kansas
9011,"University of Illinois, Chicago (UIC)"
9012,
9013,
9014,
9015,University of Vermont
9015,Rensselaer Polytechnic University
9015,New York University
9016,Rensselaer Polytechnic University
9017,
9018,"University of North Carolina, Chapel Hill"
9018,The Ohio State University
9018,University of Virginia
9019,Colorado State University
9020,
9021,
9022,Cornell University
9022,Northeastern University
9022,"University of Maryland, College Park"
9023,North Carolina State University
9023,Cornell University
9023,Tufts University
9024,
9025,
9026,
9027,
9028,
9029,
9030,
9031,
9032,George Washington University
9033,The Katz School at Yeshiva University
9034,
9035,
9036,Pennsylvania State University
9036,University of Connecticut
9037,Duke University
9037,Tulane University
9038,
9039,University of Delaware
9039,University of Chicago
9040,
9041,
9042,Illinois Institute of Technology
9042,Cornell University
9043,
9044,
9045,
9046,Carnegie Mellon University
9047,
9048,University of South Florida
9049,Virginia Polytechnic Institute and State University
9049,Arizona State University
9049,University of Massachusetts Amherst
9050,
9051,
9052,
9053,
9054,
9055,
9056,
9057,University of Southern California
9057,Boston University
9058,
9059,Harvard University
9060,
9061,University of Texas at Austin
9062,Brown University
9062,Iowa State University
9062,University of Rochester
9063,Iowa State University
9063,"The University of Tennessee, Knoxville"
9064,
9065,
9066,"University of North Carolina, Chapel Hill"
9066,Rice University
9066,University of Massachusetts Amherst
9067,
9068,
9069,Duke University
9069,Stanford University
9070,Emory University
9071,Rice University
9071,Brandeis University
9072,Texas A&M University
9073,Illinois Institute of Technology
9074,University of Hawai
9074,"University of Colorado, Denver"
9075,"University of California, Davis"
9075,"University of California, Los Angeles (UCLA)"
9076,
9077,
9078,
9079,University of Utah
9079,Northwestern University
9079,The New School
9080,Wake Forest University
9080,Rensselaer Polytechnic University
9080,University of South Florida
9081,Emory University
9081,University of Florida
9081,Colorado State University
9082,
9083,
9084,Dartmouth College
9084,Columbia University
9084,Boston University
9085,Washington University in St. Louis
9085,Texas A&M University
9086,Lehigh University
9087,Pennsylvania State University
9088,"University of California, Santa Barbara (UCSB)"
9089,Wayne State University
9090,"University of California, Berkeley (UCB)"
9091,
9092,University at Buffalo SUNY
9092,Johns Hopkins University
9092,University of South Florida
9093,Yale University
9093,University of Florida
9093,Pennsylvania State University
9094,Rensselaer Polytechnic University
9094,"University of California, Los Angeles (UCLA)"
9094,Pennsylvania State University
9095,Lehigh University
9096,
9097,
9098,Virginia Polytechnic Institute and State University
9098,"University of Maryland, Baltimore County"
9098,University of Miami
9099,University of Chicago
9100,University of Notre Dame
9100,Emory University
9101,
9102,Emory University
9102,"University of California, Irvine"
9103,
9104,University of Virginia
9104,The University of Georgia
9104,Georgetown University
9105,
9106,
9107,
9108,
9109,Stanford University
9110,
9111,University of South Florida
9111,University of Pennsylvania
9112,"University of California, Los Angeles (UCLA)"
9112,Clark University
9113,Tufts University
9114,
9115,"The University of Tennessee, Knoxville"
9116,
9117,Boston College
9117,University of Miami
9118,
9119,
9120,"The University of Tennessee, Knoxville"
9120,Case Western Reserve University
9120,The University of Georgia
9121,
9122,
9123,
9124,Illinois Institute of Technology
9124,"University of California, Santa Cruz"
9125,"University of California, Santa Barbara (UCSB)"
9126,Illinois Institute of Technology
9127,Iowa State University
9128,
9129,
9130,
9131,
9132,University of Notre Dame
9133,
9134,"University of California, Berkeley (UCB)"
9135,
9136,
9137,
9138,
9139,
9140,
9141,University of Minnesota
9141,"University of California, Los Angeles (UCLA)"
9141,Rice University
9142,
9143,
9144,Tulane University
9144,University of Illinois at Urbana-Champaign
9145,
9146,Florida State University
9146,"University of California, Irvine"
9147,Purdue University
9147,Emory University
9147,University of Chicago
9148,
9149,University of Texas at Austin
9149,University of Oklahoma
9150,Yale University
9150,"University of California, Los Angeles (UCLA)"
9151,Vanderbilt University
9151,Wayne State University
9151,Tulane University
9152,Georgia Institute of Technology
9152,Rensselaer Polytechnic University
9152,Cornell University
9153,
9154,"University of California, Riverside"
9154,Tufts University
9155,Wayne State University
9155,"University of Colorado, Denver"
9156,University of Washington
9157,University of Texas at Austin
9157,Brown University
9157,Wake Forest University
9158,
9159,University of Washington
9159,Northwestern University
9160,Yale University
9160,Northeastern University
9161,
9162,Case Western Reserve University
9162,The Ohio State University
9163,The University of Georgia
9164,"University of California, Davis"
9164,Massachusets Institute of Technology
9164,Cornell University
9165,University of Colorado Boulder
9166,
9167,
9168,
9169,
9170,Arizona State University
9170,Tulane University
9170,University of Miami
9171,
9172,"Stony Brook University, State University of New York"
9172,The New School
9173,University of Minnesota
9173,Florida State University
9174,"University of Colorado, Denver"
9175,"University of North Carolina, Chapel Hill"
9175,Harvard University
9176,
9177,Georgia Institute of Technology
9177,Florida State University
9177,"University of California, Irvine"
9178,University of Utah
9178,Purdue University
9178,Princeton University
9179,Boston College
9180,Massachusets Institute of Technology
9181,
9182,
9183,Duke University
9184,Colorado State University
9185,"University of California, Santa Barbara (UCSB)"
9186,
9187,Dartmouth College
9188,Rensselaer Polytechnic University
9189,
9190,
9191,
9192,Wayne State University
9192,Oregon State University
9193,"University of California, Riverside"
9194,"University of California, Berkeley (UCB)"
9195,"University of California, Riverside"
9196,"University of Colorado, Denver"
9197,
9198,Harvard University
9198,Case Western Reserve University
9198,Drexel University
9199,
9200,
9201,"University of Maryland, College Park"
9202,
9203,
9204,
9205,
9206,Brandeis University
9207,Florida State University
9207,George Washington University
9207,Rutgers University - New Brunswick
9208,
9209,Georgia Institute of Technology
9209,"University of Colorado, Denver"
9210,
9211,Northeastern University
9211,University of Texas at Austin
9212,
9213,
9214,"The University of Tennessee, Knoxville"
9214,Dartmouth College
9214,Stanford University
9215,Oregon State University
9215,Pennsylvania State University
9216,
9217,University of Pittsburgh
9217,Brandeis University
9218,
9219,
9220,
9221,University of Rochester
9222,"University of Maryland, College Park"
9222,Northeastern University
9222,Illinois Institute of Technology
9223,Carnegie Mellon University
9224,
9225,University of Illinois at Urbana-Champaign
9226,Florida State University
9226,Johns Hopkins University
9227,
9228,Virginia Polytechnic Institute and State University
9228,Tulane University
9228,University of Pennsylvania
9229,
9230,
9231,
9232,
9233,University of Pennsylvania
9234,Massachusets Institute of Technology
9234,University at Buffalo SUNY
9235,University of Minnesota
9236,"University of Colorado, Denver"
9236,Case Western Reserve University
9237,
9238,
9239,Illinois Institute of Technology
9240,University of Notre Dame
9241,
9242,
9243,
9244,
9245,Northwestern University
9246,Emory University
9246,Virginia Polytechnic Institute and State University
9246,"University of California, Davis"
9247,University of Rochester
9247,Florida State University
9248,
9249,
9250,Lehigh University
9250,University of Pittsburgh
9250,Georgetown University
9251,
9252,University of Minnesota
9253,
9254,
9255,
9256,
9257,
9258,
9259,
9260,
9261,
9262,
9263,Iowa State University
9264,
9265,Case Western Reserve University
9265,"University of Illinois, Chicago (UIC)"
9265,Boston University
9266,
9267,Oregon State University
9267,Harvard University
9268,
9269,"Stony Brook University, State University of New York"
9270,"University of Colorado, Denver"
9270,Case Western Reserve University
9270,Rensselaer Polytechnic University
9271,
9272,Massachusets Institute of Technology
9272,Georgia Institute of Technology
9273,
9274,North Carolina State University
9275,"University of California, Riverside"
9276,
9277,Howard University
9278,
9279,
9280,
9281,Johns Hopkins University
9282,Cornell University
9282,University of Utah
9283,"The University of Tennessee, Knoxville"
9283,Clark University
9283,"University of Illinois, Chicago (UIC)"
9284,Massachusets Institute of Technology
9285,Northeastern University
9286,University of Massachusetts Amherst
9286,"University of California, Santa Barbara (UCSB)"
9287,
9288,Tulane University
9288,"The University of Tennessee, Knoxville"
9289,University of Utah
9290,Georgia Institute of Technology
9291,
9292,
9293,
9294,
9295,
9296,
9297,The University of Arizona
9298,
9299,
9300,
9301,The Katz School at Yeshiva University
9301,University of Connecticut
9301,Washington State University
9302,
9303,Johns Hopkins University
9303,Carnegie Mellon University
9303,Northeastern University
9304,The Katz School at Yeshiva University
9305,University of Minnesota
9306,
9307,
9308,
9309,
9310,Cornell University
9310,Washington University in St. Louis
9310,Illinois Institute of Technology
9311,Illinois Institute of Technology
9312,
9313,University of Texas Dallas
9314,California Institute of Technology (Caltech)
9315,
9316,"University of California, Berkeley (UCB)"
9317,
9318,University of Utah
9319,
9320,
9321,
9322,"University of California, Santa Cruz"
9322,Oregon State University
9323,Pennsylvania State University
9323,North Carolina State University
9324,
9325,
9326,"University of California, Irvine"
9326,Duke University
9326,University of Florida
9327,Wayne State University
9328,Purdue University
9329,
9330,University of Florida
9330,Georgia Institute of Technology
9330,Michigan State University
9331,
9332,Wayne State University
9332,"University of California, Davis"
9332,Rensselaer Polytechnic University
9333,
9334,Iowa State University
9334,Duke University
9334,Oregon State University
9335,"The University of Tennessee, Knoxville"
9335,Arizona State University
9336,University of Southern California
9336,"University of California, Berkeley (UCB)"
9337,Northeastern University
9337,University of Connecticut
9338,University at Buffalo SUNY
9338,University of Vermont
9338,Arizona State University
9339,Washington University in St. Louis
9339,Clark University
9340,"University of Illinois, Chicago (UIC)"
9340,Arizona State University
9341,
9342,
9343,Boston College
9344,
9345,University of Washington
9346,Johns Hopkins University
9346,University of South Florida
9346,Washington State University
9347,Brandeis University
9347,University of New Mexico
9347,"University of North Carolina, Chapel Hill"
9348,Washington University in St. Louis
9349,
9350,Virginia Polytechnic Institute and State University
9350,University of Kansas
9351,"University of California, Irvine"
9352,Columbia University
9352,The University of Arizona
9352,Clark University
9353,Arizona State University
9354,Boston University
9355,University of Chicago
9355,"University of Maryland, Baltimore County"
9355,University of Miami
9356,
9357,
9358,Arizona State University
9358,University of Florida
9358,"University of California, Irvine"
9359,University of Notre Dame
9359,University of Virginia
9360,Rice University
9360,Howard University
9360,Tufts University
9361,
9362,George Washington University
9362,Duke University
9363,Tufts University
9363,George Washington University
9363,Arizona State University
9364,
9365,University of Virginia
9366,
9367,Tulane University
9368,
9369,Dartmouth College
9370,
9371,North Carolina State University
9371,Columbia University
9372,Johns Hopkins University
9373,
9374,
9375,
9376,University of Pennsylvania
9377,
9378,
9379,University of Miami
9379,Tulane University
9379,Texas A&M University
9380,Georgetown University
9381,University of Utah
9382,The Ohio State University
9383,Rice University
9383,University of Virginia
9384,
9385,
9386,"University of California, Riverside"
9387,University of Minnesota
9388,
9389,
9390,
9391,Rensselaer Polytechnic University
9392,
9393,University of Delaware
9394,
9395,Colorado State University
9395,Case Western Reserve University
9395,University of Minnesota
9396,
9397,
9398,Drexel University
9399,
9400,
9401,
9402,Boston College
9402,North Carolina State University
9402,University of Notre Dame
9403,Rice University
9403,Washington University in St. Louis
9404,The New School
9405,University of Michigan
9406,
9407,"University of California, Davis"
9408,
9409,
9410,
9411,
9412,University of Pennsylvania
9413,Brown University
9413,Boston University
9414,
9415,
9416,
9417,Brandeis University
9417,Northwestern University
9417,Oregon State University
9418,
9419,
9420,University of New Mexico
9421,
9422,
9423,Oregon State University
9424,University of Texas at Austin
9425,Lehigh University
9426,Illinois Institute of Technology
9426,Brandeis University
9427,
9428,"University of California, Santa Barbara (UCSB)"
9428,Harvard University
9429,Harvard University
9430,Oregon State University
9430,University of Minnesota
9430,Princeton University
9431,
9432,"University of Illinois, Chicago (UIC)"
9432,George Washington University
9432,Tufts University
9433,"University of California, Berkeley (UCB)"
9433,The University of Arizona
9433,University of Connecticut
9434,
9435,
9436,
9437,
9438,University of Virginia
9438,Cornell University
9439,Boston College
9440,University of Minnesota
9441,
9442,"University of Illinois, Chicago (UIC)"
9443,Florida State University
9443,North Carolina State University
9444,
9445,
9446,
9447,
9448,
9449,
9450,"The University of Tennessee, Knoxville"
9450,Rutgers University - New Brunswick
9450,Virginia Polytechnic Institute and State University
9451,University of Massachusetts Amherst
9451,North Carolina State University
9452,
9453,North Carolina State University
9454,Florida State University
9455,University of Texas at Austin
9455,Washington State University
9456,Pennsylvania State University
9457,The University of Arizona
9458,
9459,
9460,
9461,
9462,
9463,
9464,University at Buffalo SUNY
9464,Case Western Reserve University
9465,
9466,
9467,
9468,
9469,University of Colorado Boulder
9470,
9471,Pennsylvania State University
9471,Indiana University Bloomington
9472,Princeton University
9473,
9474,"University of Maryland, Baltimore County"
9474,Rice University
9475,
9476,The University of Georgia
9477,George Washington University
9478,
9479,Georgetown University
9479,University of Virginia
9479,University of Southern California
9480,Princeton University
9480,"University of Colorado, Denver"
9481,University of Vermont
9481,Tufts University
9481,Tulane University
9482,
9483,
9484,Pennsylvania State University
9484,University of Pittsburgh
9485,
9486,The University of Georgia
9486,University of Notre Dame
9487,
9488,
9489,University of Pittsburgh
9489,"University of California, Irvine"
9489,University of Illinois at Urbana-Champaign
9490,George Washington University
9490,Howard University
9491,Drexel University
9491,University at Buffalo SUNY
9491,Clark University
9492,
9493,
9494,
9495,University of Illinois at Urbana-Champaign
9496,Dartmouth College
9497,
9498,
9499,University of Hawai
9499,Cornell University
9500,
9501,
9502,The New School
9503,
9504,Columbia University
9505,
9506,University of South Florida
9507,Cornell University
9507,Tufts University
9507,Colorado State University
9508,
9509,University of Minnesota
9509,The Ohio State University
9510,The University of Arizona
9510,Northwestern University
9511,
9512,Wayne State University
9513,
9514,
9515,Brown University
9515,Harvard University
9516,Michigan State University
9517,
9518,University of Texas Dallas
9518,Johns Hopkins University
9519,Yale University
9519,University of Wisconsin-Madison
9520,University of Texas at Austin
9520,University of Wisconsin-Madison
9520,Northeastern University
9521,University of Washington
9521,"University of North Carolina, Chapel Hill"
9522,
9523,University of Chicago
9524,
9525,Tulane University
9526,
9527,"University of California, Berkeley (UCB)"
9528,Washington State University
9528,Johns Hopkins University
9529,Vanderbilt University
9529,The Katz School at Yeshiva University
9530,University of Massachusetts Amherst
9531,
9532,Tulane University
9532,Wake Forest University
9533,Stanford University
9533,California Institute of Technology (Caltech)
9533,University of Pennsylvania
9534,Case Western Reserve University
9534,Brandeis University
9534,Purdue University
9535,Georgetown University
9535,The Ohio State University
9536,University of Illinois at Urbana-Champaign
9537,Georgia Institute of Technology
9538,
9539,
9540,Pennsylvania State University
9541,
9542,
9543,"University of California, Riverside"
9544,University of Colorado Boulder
9544,"University of California, Davis"
9544,"University of California, Santa Barbara (UCSB)"
9545,Case Western Reserve University
9546,The Ohio State University
9546,Boston University
9546,University of Pennsylvania
9547,University of Michigan
9547,Arizona State University
9547,"University of California, Davis"
9548,
9549,Oregon State University
9549,"University of California, Davis"
9549,University of Delaware
9550,
9551,Stanford University
9551,"University of Maryland, College Park"
9552,University of Colorado Boulder
9553,
9554,Oregon State University
9555,
9556,
9557,The University of Arizona
9557,Rutgers University - New Brunswick
9557,"Stony Brook University, State University of New York"
9558,"University of Illinois, Chicago (UIC)"
9559,
9560,
9561,Purdue University
9561,"University of California, San Diego (UCSD)"
9561,"University of California, Los Angeles (UCLA)"
9562,
9563,
9564,Case Western Reserve University
9565,
9566,Harvard University
9566,Indiana University Bloomington
9566,University of Chicago
9567,
9568,
9569,
9570,
9571,University of Miami
9572,
9573,
9574,University of Massachusetts Amherst
9574,"University of California, San Diego (UCSD)"
9575,
9576,
9577,
9578,
9579,Carnegie Mellon University
9580,Arizona State University
9581,
9582,
9583,
9584,
9585,Michigan State University
9585,University of Minnesota
9586,University of Pennsylvania
9586,Brown University
9586,University of Rochester
9587,Stanford University
9588,University of Chicago
9588,University of Illinois at Urbana-Champaign
9589,
9590,
9591,Johns Hopkins University
9591,"The University of Tennessee, Knoxville"
9591,University of South Florida
9592,University of Rochester
9592,"University of Maryland, College Park"
9592,Tulane University
9593,
9594,"University of Illinois, Chicago (UIC)"
9594,Wake Forest University
9595,
9596,Duke University
9596,University at Buffalo SUNY
9597,Virginia Polytechnic Institute and State University
9597,Case Western Reserve University
9598,"University of California, Irvine"
9599,
9600,
9601,
9602,
9603,Wake Forest University
9603,Clark University
9604,
9605,Georgetown University
9606,Tulane University
9606,Duke University
9606,Washington State University
9607,Cornell University
9608,
9609,
9610,
9611,
9612,
9613,"Stony Brook University, State University of New York"
9614,Rensselaer Polytechnic University
9615,
9616,Yale University
9616,The University of Arizona
9616,Texas A&M University
9617,University of South Florida
9617,Tufts University
9618,Howard University
9619,Oregon State University
9620,
9621,Dartmouth College
9621,Arizona State University
9621,"University of California, Santa Cruz"
9622,
9623,
9624,Pennsylvania State University
9625,The University of Arizona
9626,
9627,Iowa State University
9628,Rice University
9628,Oregon State University
9629,University of Florida
9629,University of Illinois at Urbana-Champaign
9629,"University of California, Davis"
9630,"The University of Tennessee, Knoxville"
9631,Florida State University
9632,
9633,University of Pennsylvania
9633,University of Chicago
9633,Georgetown University
9634,The New School
9634,Rutgers University - New Brunswick
9634,Rensselaer Polytechnic University
9635,University of Chicago
9636,
9637,
9638,
9639,
9640,"University of California, Los Angeles (UCLA)"
9640,Harvard University
9640,Washington University in St. Louis
9641,
9642,
9643,Michigan State University
9643,Lehigh University
9643,University of Rochester
9644,University of Illinois at Urbana-Champaign
9645,Stanford University
9645,Northeastern University
9646,
9647,
9648,University of Wisconsin-Madison
9648,California Institute of Technology (Caltech)
9649,
9650,
9651,University of Southern California
9652,University of Wisconsin-Madison
9652,University of Massachusetts Amherst
9652,University of Pittsburgh
9653,
9654,
9655,
9656,The Ohio State University
9656,California Institute of Technology (Caltech)
9657,Florida State University
9657,University of Massachusetts Amherst
9657,Cornell University
9658,
9659,New York University
9659,Texas A&M University
9659,University of Miami
9660,
9661,Illinois Institute of Technology
9662,University of Minnesota
9663,
9664,
9665,University of Texas at Austin
9665,Massachusets Institute of Technology
9666,Northeastern University
9666,University of Michigan
9667,
9668,
9669,University of Illinois at Urbana-Champaign
9669,Columbia University
9670,
9671,
9672,
9673,Virginia Polytechnic Institute and State University
9673,New York University
9673,Arizona State University
9674,University of Miami
9675,
9676,"The University of Tennessee, Knoxville"
9677,Texas A&M University
9678,
9679,Clark University
9680,
9681,
9682,Lehigh University
9682,University of Virginia
9682,University of Vermont
9683,
9684,Michigan State University
9685,University of Virginia
9686,
9687,
9688,
9689,Rutgers University - New Brunswick
9689,University of Rochester
9690,
9691,Clark University
9692,University of Delaware
9692,Cornell University
9693,
9694,
9695,"University of California, Santa Barbara (UCSB)"
9696,New York University
9697,
9698,
9699,
9700,
9701,Lehigh University
9701,"The University of Tennessee, Knoxville"
9702,
9703,The New School
9703,The Ohio State University
9703,Michigan State University
9704,
9705,"The University of Tennessee, Knoxville"
9705,"University of California, Irvine"
9706,University of Michigan
9706,Emory University
9706,University of Texas Dallas
9707,
9708,"University of Illinois, Chicago (UIC)"
9709,
9710,
9711,
9712,Johns Hopkins University
9712,University of Miami
9713,Case Western Reserve University
9714,
9715,
9716,University of South Florida
9716,University of Texas at Austin
9716,Brandeis University
9717,
9718,
9719,"University of Colorado, Denver"
9719,Wayne State University
9719,"Stony Brook University, State University of New York"
9720,
9721,
9722,Washington University in St. Louis
9723,
9724,
9725,University of Chicago
9726,
9727,Rice University
9727,University of Colorado Boulder
9727,Dartmouth College
9728,The New School
9728,The Katz School at Yeshiva University
9728,University of Kansas
9729,Wayne State University
9729,California Institute of Technology (Caltech)
9730,Boston College
9731,
9732,Colorado State University
9732,Case Western Reserve University
9732,University of Delaware
9733,University of Utah
9733,University of Virginia
9734,Lehigh University
9735,
9736,
9737,Wayne State University
9737,University of Texas Dallas
9738,Illinois Institute of Technology
9738,Vanderbilt University
9739,
9740,
9741,University of Wisconsin-Madison
9742,University of Texas at Austin
9742,Georgia Institute of Technology
9742,Massachusets Institute of Technology
9743,
9744,University of Pennsylvania
9744,"University of California, Irvine"
9744,Wake Forest University
9745,University of Michigan
9746,University of Massachusetts Amherst
9746,University of Washington
9746,"University of North Carolina, Chapel Hill"
9747,
9748,
9749,George Washington University
9749,"Stony Brook University, State University of New York"
9749,Harvard University
9750,Rice University
9751,University of Oklahoma
9751,Purdue University
9751,University of Iowa
9752,"Stony Brook University, State University of New York"
9752,Columbia University
9752,Pennsylvania State University
9753,
9754,
9755,Colorado State University
9755,The Ohio State University
9756,
9757,Howard University
9757,Colorado State University
9758,
9759,"University of California, Los Angeles (UCLA)"
9759,"University of California, Riverside"
